APURAÇÃO;PRODUTO;VENDEDOR;SUPERVISOR;CANAL_VENDAS;META
;;Dexter Morgan;Josvaldo Ferreira;Internet;11500
;;;;Lojas Afiliadas;12100
;;;;Lojas Próprias;17200
;;Elliot Alderson;Clementina Silva;Internet;11500
;;;;Lojas Afiliadas;12100
;;;;Lojas Próprias;17200
;;Gregory House;Clementina Silva;Internet;11500
;;;;Lojas Afiliadas;12100
;;;;Lojas Próprias;17200
;;Ítalo Teotônio;Carleta Joaquina;Internet;11500
;;;;Lojas Afiliadas;12100
;;;;Lojas Próprias;17200
;;Jack Bauer;Teobaldo Souza;Internet;11500
;;;;Lojas Afiliadas;12100
;;;;Lojas Próprias;17200
;;Michael Scofield;Astolfo Péricles;Internet;11500
;;;;Lojas Afiliadas;12100
;;;;Lojas Próprias;17200
;;Norma Bates;Teobaldo Souza;Internet;11500
;;;;Lojas Afiliadas;12100
;;;;Lojas Próprias;17200
;;Randal Pearson;Josvaldo Ferreira;Internet;11500
;;;;Lojas Afiliadas;12100
;;;;Lojas Próprias;17200
;;Shaun Murphy;Clementina Silva;Internet;11500
;;;;Lojas Afiliadas;12100
;;;;Lojas Próprias;17200
;;Thomas Shelby;Carleta Joaquina;Internet;11500
;;;;Lojas Afiliadas;12100
;;;;Lojas Próprias;17200
;;Walter White;Carleta Joaquina;Internet;11500
;;;;Lojas Afiliadas;12100
;;;;Lojas Próprias;17200
;Refrigerante Bronze;Annalise Keating;Josvaldo Ferreira;Internet;7400
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;8400
;;Dexter Morgan;Josvaldo Ferreira;Internet;7400
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;8400
;;Elliot Alderson;Clementina Silva;Internet;7400
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;8400
;;Gregory House;Clementina Silva;Internet;7400
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;8400
;;Ítalo Teotônio;Carleta Joaquina;Internet;7400
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;8400
;;Jack Bauer;Teobaldo Souza;Internet;7400
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;8400
;;Michael Scofield;Astolfo Péricles;Internet;7400
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;8400
;;Norma Bates;Teobaldo Souza;Internet;7400
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;8400
;;Randal Pearson;Josvaldo Ferreira;Internet;7400
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;8400
;;Shaun Murphy;Clementina Silva;Internet;7400
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;8400
;;Thomas Shelby;Carleta Joaquina;Internet;7400
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;8400
;;Walter White;Carleta Joaquina;Internet;7400
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;8400
;Refrigerante Diamante;Annalise Keating;Josvaldo Ferreira;Internet;9200
;;;;Lojas Afiliadas;9500
;;;;Lojas Próprias;14100
;;Dexter Morgan;Josvaldo Ferreira;Internet;9200
;;;;Lojas Afiliadas;9500
;;;;Lojas Próprias;14100
;;Elliot Alderson;Clementina Silva;Internet;9200
;;;;Lojas Afiliadas;9500
;;;;Lojas Próprias;14100
;;Gregory House;Clementina Silva;Internet;9200
;;;;Lojas Afiliadas;9500
;;;;Lojas Próprias;14100
;;Ítalo Teotônio;Carleta Joaquina;Internet;9200
;;;;Lojas Afiliadas;9500
;;;;Lojas Próprias;14100
;;Jack Bauer;Teobaldo Souza;Internet;9200
;;;;Lojas Afiliadas;9500
;;;;Lojas Próprias;14100
;;Michael Scofield;Astolfo Péricles;Internet;9200
;;;;Lojas Afiliadas;9500
;;;;Lojas Próprias;14100
;;Norma Bates;Teobaldo Souza;Internet;9200
;;;;Lojas Afiliadas;9500
;;;;Lojas Próprias;14100
;;Randal Pearson;Josvaldo Ferreira;Internet;9200
;;;;Lojas Afiliadas;9500
;;;;Lojas Próprias;14100
;;Shaun Murphy;Clementina Silva;Internet;9200
;;;;Lojas Afiliadas;9500
;;;;Lojas Próprias;14100
;;Thomas Shelby;Carleta Joaquina;Internet;9200
;;;;Lojas Afiliadas;9500
;;;;Lojas Próprias;14100
;;Walter White;Carleta Joaquina;Internet;9200
;;;;Lojas Afiliadas;9500
;;;;Lojas Próprias;14100
;Refrigerante Ouro;Annalise Keating;Josvaldo Ferreira;Internet;8300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;13200
;;Dexter Morgan;Josvaldo Ferreira;Internet;8300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;13200
;;Elliot Alderson;Clementina Silva;Internet;8300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;13200
;;Gregory House;Clementina Silva;Internet;8300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;13200
;;Ítalo Teotônio;Carleta Joaquina;Internet;8300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;13200
;;Jack Bauer;Teobaldo Souza;Internet;8300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;13200
;;Michael Scofield;Astolfo Péricles;Internet;8300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;13200
;;Norma Bates;Teobaldo Souza;Internet;8300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;13200
;;Randal Pearson;Josvaldo Ferreira;Internet;8300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;13200
;;Shaun Murphy;Clementina Silva;Internet;8300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;13200
;;Thomas Shelby;Carleta Joaquina;Internet;8300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;13200
;;Walter White;Carleta Joaquina;Internet;8300
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;13200
;Refrigerante Prata;Annalise Keating;Josvaldo Ferreira;Internet;8800
;;;;Lojas Afiliadas;11000
;;;;Lojas Próprias;9500
;;Dexter Morgan;Josvaldo Ferreira;Internet;8800
;;;;Lojas Afiliadas;11000
;;;;Lojas Próprias;9500
;;Elliot Alderson;Clementina Silva;Internet;8800
;;;;Lojas Afiliadas;11000
;;;;Lojas Próprias;9500
;;Gregory House;Clementina Silva;Internet;8800
;;;;Lojas Afiliadas;11000
;;;;Lojas Próprias;9500
;;Ítalo Teotônio;Carleta Joaquina;Internet;8800
;;;;Lojas Afiliadas;11000
;;;;Lojas Próprias;9500
;;Jack Bauer;Teobaldo Souza;Internet;8800
;;;;Lojas Afiliadas;11000
;;;;Lojas Próprias;9500
;;Michael Scofield;Astolfo Péricles;Internet;8800
;;;;Lojas Afiliadas;11000
;;;;Lojas Próprias;9500
;;Norma Bates;Teobaldo Souza;Internet;8800
;;;;Lojas Afiliadas;11000
;;;;Lojas Próprias;9500
;;Randal Pearson;Josvaldo Ferreira;Internet;8800
;;;;Lojas Afiliadas;11000
;;;;Lojas Próprias;9500
;;Shaun Murphy;Clementina Silva;Internet;8800
;;;;Lojas Afiliadas;11000
;;;;Lojas Próprias;9500
;;Thomas Shelby;Carleta Joaquina;Internet;8800
;;;;Lojas Afiliadas;11000
;;;;Lojas Próprias;9500
;;Walter White;Carleta Joaquina;Internet;8800
;;;;Lojas Afiliadas;11000
;;;;Lojas Próprias;9500
;Suco Bronze;Annalise Keating;Josvaldo Ferreira;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;6800
;;Dexter Morgan;Josvaldo Ferreira;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;6800
;;Elliot Alderson;Clementina Silva;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;6800
;;Gregory House;Clementina Silva;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;6800
;;Ítalo Teotônio;Carleta Joaquina;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;6800
;;Jack Bauer;Teobaldo Souza;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;6800
;;Michael Scofield;Astolfo Péricles;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;6800
;;Norma Bates;Teobaldo Souza;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;6800
;;Randal Pearson;Josvaldo Ferreira;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;6800
;;Shaun Murphy;Clementina Silva;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;6800
;;Thomas Shelby;Carleta Joaquina;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;6800
;;Walter White;Carleta Joaquina;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;6800
;Suco Diamante;Annalise Keating;Josvaldo Ferreira;Internet;5700
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;8200
;;Dexter Morgan;Josvaldo Ferreira;Internet;5700
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;8200
;;Elliot Alderson;Clementina Silva;Internet;5700
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;8200
;;Gregory House;Clementina Silva;Internet;5700
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;8200
;;Ítalo Teotônio;Carleta Joaquina;Internet;5700
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;8200
;;Jack Bauer;Teobaldo Souza;Internet;5700
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;8200
;;Michael Scofield;Astolfo Péricles;Internet;5700
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;8200
;;Norma Bates;Teobaldo Souza;Internet;5700
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;8200
;;Randal Pearson;Josvaldo Ferreira;Internet;5700
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;8200
;;Shaun Murphy;Clementina Silva;Internet;5700
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;8200
;;Thomas Shelby;Carleta Joaquina;Internet;5700
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;8200
;;Walter White;Carleta Joaquina;Internet;5700
;;;;Lojas Afiliadas;7300
;;;;Lojas Próprias;8200
;Suco Ouro;Annalise Keating;Josvaldo Ferreira;Internet;6900
;;;;Lojas Afiliadas;7000
;;;;Lojas Próprias;6600
;;Dexter Morgan;Josvaldo Ferreira;Internet;6900
;;;;Lojas Afiliadas;7000
;;;;Lojas Próprias;6600
;;Elliot Alderson;Clementina Silva;Internet;6900
;;;;Lojas Afiliadas;7000
;;;;Lojas Próprias;6600
;;Gregory House;Clementina Silva;Internet;6900
;;;;Lojas Afiliadas;7000
;;;;Lojas Próprias;6600
;;Ítalo Teotônio;Carleta Joaquina;Internet;6900
;;;;Lojas Afiliadas;7000
;;;;Lojas Próprias;6600
;;Jack Bauer;Teobaldo Souza;Internet;6900
;;;;Lojas Afiliadas;7000
;;;;Lojas Próprias;6600
;;Michael Scofield;Astolfo Péricles;Internet;6900
;;;;Lojas Afiliadas;7000
;;;;Lojas Próprias;6600
;;Norma Bates;Teobaldo Souza;Internet;6900
;;;;Lojas Afiliadas;7000
;;;;Lojas Próprias;6600
;;Randal Pearson;Josvaldo Ferreira;Internet;6900
;;;;Lojas Afiliadas;7000
;;;;Lojas Próprias;6600
;;Shaun Murphy;Clementina Silva;Internet;6900
;;;;Lojas Afiliadas;7000
;;;;Lojas Próprias;6600
;;Thomas Shelby;Carleta Joaquina;Internet;6900
;;;;Lojas Afiliadas;7000
;;;;Lojas Próprias;6600
;;Walter White;Carleta Joaquina;Internet;6900
;;;;Lojas Afiliadas;7000
;;;;Lojas Próprias;6600
;Suco Prata;Annalise Keating;Josvaldo Ferreira;Internet;6100
;;;;Lojas Afiliadas;5500
;;;;Lojas Próprias;6200
;;Dexter Morgan;Josvaldo Ferreira;Internet;6100
;;;;Lojas Afiliadas;5500
;;;;Lojas Próprias;6200
;;Elliot Alderson;Clementina Silva;Internet;6100
;;;;Lojas Afiliadas;5500
;;;;Lojas Próprias;6200
;;Gregory House;Clementina Silva;Internet;6100
;;;;Lojas Afiliadas;5500
;;;;Lojas Próprias;6200
;;Ítalo Teotônio;Carleta Joaquina;Internet;6100
;;;;Lojas Afiliadas;5500
;;;;Lojas Próprias;6200
;;Jack Bauer;Teobaldo Souza;Internet;6100
;;;;Lojas Afiliadas;5500
;;;;Lojas Próprias;6200
;;Michael Scofield;Astolfo Péricles;Internet;6100
;;;;Lojas Afiliadas;5500
;;;;Lojas Próprias;6200
;;Norma Bates;Teobaldo Souza;Internet;6100
;;;;Lojas Afiliadas;5500
;;;;Lojas Próprias;6200
;;Randal Pearson;Josvaldo Ferreira;Internet;6100
;;;;Lojas Afiliadas;5500
;;;;Lojas Próprias;6200
;;Shaun Murphy;Clementina Silva;Internet;6100
;;;;Lojas Afiliadas;5500
;;;;Lojas Próprias;6200
;;Thomas Shelby;Carleta Joaquina;Internet;6100
;;;;Lojas Afiliadas;5500
;;;;Lojas Próprias;6200
;;Walter White;Carleta Joaquina;Internet;6100
;;;;Lojas Afiliadas;5500
;;;;Lojas Próprias;6200
30/09/2020;Café Bronze;Annalise Keating;Josvaldo Ferreira;Internet;4300
;;;;Lojas Afiliadas;4000
;;;;Lojas Próprias;4900
;;Dexter Morgan;Josvaldo Ferreira;Internet;4300
;;;;Lojas Afiliadas;4000
;;;;Lojas Próprias;4900
;;Elliot Alderson;Clementina Silva;Internet;4300
;;;;Lojas Afiliadas;4000
;;;;Lojas Próprias;4900
;;Gregory House;Clementina Silva;Internet;4300
;;;;Lojas Afiliadas;4000
;;;;Lojas Próprias;4900
;;Ítalo Teotônio;Carleta Joaquina;Internet;4300
;;;;Lojas Afiliadas;4000
;;;;Lojas Próprias;4900
;;Jack Bauer;Teobaldo Souza;Internet;4300
;;;;Lojas Afiliadas;4000
;;;;Lojas Próprias;4900
;;Michael Scofield;Astolfo Péricles;Internet;4300
;;;;Lojas Afiliadas;4000
;;;;Lojas Próprias;4900
;;Norma Bates;Teobaldo Souza;Internet;4300
;;;;Lojas Afiliadas;4000
;;;;Lojas Próprias;4900
;;Randal Pearson;Josvaldo Ferreira;Internet;4300
;;;;Lojas Afiliadas;4000
;;;;Lojas Próprias;4900
;;Shaun Murphy;Clementina Silva;Internet;4300
;;;;Lojas Afiliadas;4000
;;;;Lojas Próprias;4900
;;Thomas Shelby;Carleta Joaquina;Internet;4300
;;;;Lojas Afiliadas;4000
;;;;Lojas Próprias;4900
;;Walter White;Carleta Joaquina;Internet;4300
;;;;Lojas Afiliadas;4000
;;;;Lojas Próprias;4900
;Café Diamante;Annalise Keating;Josvaldo Ferreira;Internet;5600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;7700
;;Dexter Morgan;Josvaldo Ferreira;Internet;5600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;7700
;;Elliot Alderson;Clementina Silva;Internet;5600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;7700
;;Gregory House;Clementina Silva;Internet;5600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;7700
;;Ítalo Teotônio;Carleta Joaquina;Internet;5600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;7700
;;Jack Bauer;Teobaldo Souza;Internet;5600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;7700
;;Michael Scofield;Astolfo Péricles;Internet;5600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;7700
;;Norma Bates;Teobaldo Souza;Internet;5600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;7700
;;Randal Pearson;Josvaldo Ferreira;Internet;5600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;7700
;;Shaun Murphy;Clementina Silva;Internet;5600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;7700
;;Thomas Shelby;Carleta Joaquina;Internet;5600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;7700
;;Walter White;Carleta Joaquina;Internet;5600
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;7700
;Café Ouro;Annalise Keating;Josvaldo Ferreira;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7200
;;Dexter Morgan;Josvaldo Ferreira;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7200
;;Elliot Alderson;Clementina Silva;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7200
;;Gregory House;Clementina Silva;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7200
;;Ítalo Teotônio;Carleta Joaquina;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7200
;;Jack Bauer;Teobaldo Souza;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7200
;;Michael Scofield;Astolfo Péricles;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7200
;;Norma Bates;Teobaldo Souza;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7200
;;Randal Pearson;Josvaldo Ferreira;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7200
;;Shaun Murphy;Clementina Silva;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7200
;;Thomas Shelby;Carleta Joaquina;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7200
;;Walter White;Carleta Joaquina;Internet;4900
;;;;Lojas Afiliadas;6800
;;;;Lojas Próprias;7200
;Café Prata;Annalise Keating;Josvaldo Ferreira;Internet;4600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;6500
;;Dexter Morgan;Josvaldo Ferreira;Internet;4600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;6500
;;Elliot Alderson;Clementina Silva;Internet;4600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;6500
;;Gregory House;Clementina Silva;Internet;4600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;6500
;;Ítalo Teotônio;Carleta Joaquina;Internet;4600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;6500
;;Jack Bauer;Teobaldo Souza;Internet;4600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;6500
;;Michael Scofield;Astolfo Péricles;Internet;4600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;6500
;;Norma Bates;Teobaldo Souza;Internet;4600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;6500
;;Randal Pearson;Josvaldo Ferreira;Internet;4600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;6500
;;Shaun Murphy;Clementina Silva;Internet;4600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;6500
;;Thomas Shelby;Carleta Joaquina;Internet;4600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;6500
;;Walter White;Carleta Joaquina;Internet;4600
;;;;Lojas Afiliadas;4900
;;;;Lojas Próprias;6500
;Cerveja Bronze;Annalise Keating;Josvaldo Ferreira;Internet;8600
;;;;Lojas Afiliadas;6400
;;;;Lojas Próprias;8000
;;Dexter Morgan;Josvaldo Ferreira;Internet;8600
;;;;Lojas Afiliadas;6400
;;;;Lojas Próprias;8000
;;Elliot Alderson;Clementina Silva;Internet;8600
;;;;Lojas Afiliadas;6400
;;;;Lojas Próprias;8000
;;Gregory House;Clementina Silva;Internet;8600
;;;;Lojas Afiliadas;6400
;;;;Lojas Próprias;8000
;;Ítalo Teotônio;Carleta Joaquina;Internet;8600
;;;;Lojas Afiliadas;6400
;;;;Lojas Próprias;8000
;;Jack Bauer;Teobaldo Souza;Internet;8600
;;;;Lojas Afiliadas;6400
;;;;Lojas Próprias;8000
;;Michael Scofield;Astolfo Péricles;Internet;8600
;;;;Lojas Afiliadas;6400
;;;;Lojas Próprias;8000
;;Norma Bates;Teobaldo Souza;Internet;8600
;;;;Lojas Afiliadas;6400
;;;;Lojas Próprias;8000
;;Randal Pearson;Josvaldo Ferreira;Internet;8600
;;;;Lojas Afiliadas;6400
;;;;Lojas Próprias;8000
;;Shaun Murphy;Clementina Silva;Internet;8600
;;;;Lojas Afiliadas;6400
;;;;Lojas Próprias;8000
;;Thomas Shelby;Carleta Joaquina;Internet;8600
;;;;Lojas Afiliadas;6400
;;;;Lojas Próprias;8000
;;Walter White;Carleta Joaquina;Internet;8600
;;;;Lojas Afiliadas;6400
;;;;Lojas Próprias;8000
;Cerveja Diamante;Annalise Keating;Josvaldo Ferreira;Internet;10300
;;;;Lojas Afiliadas;15900
;;;;Lojas Próprias;18900
;;Dexter Morgan;Josvaldo Ferreira;Internet;10300
;;;;Lojas Afiliadas;15900
;;;;Lojas Próprias;18900
;;Elliot Alderson;Clementina Silva;Internet;10300
;;;;Lojas Afiliadas;15900
;;;;Lojas Próprias;18900
;;Gregory House;Clementina Silva;Internet;10300
;;;;Lojas Afiliadas;15900
;;;;Lojas Próprias;18900
;;Ítalo Teotônio;Carleta Joaquina;Internet;10300
;;;;Lojas Afiliadas;15900
;;;;Lojas Próprias;18900
;;Jack Bauer;Teobaldo Souza;Internet;10300
;;;;Lojas Afiliadas;15900
;;;;Lojas Próprias;18900
;;Michael Scofield;Astolfo Péricles;Internet;10300
;;;;Lojas Afiliadas;15900
;;;;Lojas Próprias;18900
;;Norma Bates;Teobaldo Souza;Internet;10300
;;;;Lojas Afiliadas;15900
;;;;Lojas Próprias;18900
;;Randal Pearson;Josvaldo Ferreira;Internet;10300
;;;;Lojas Afiliadas;15900
;;;;Lojas Próprias;18900
;;Shaun Murphy;Clementina Silva;Internet;10300
;;;;Lojas Afiliadas;15900
;;;;Lojas Próprias;18900
;;Thomas Shelby;Carleta Joaquina;Internet;10300
;;;;Lojas Afiliadas;15900
;;;;Lojas Próprias;18900
;;Walter White;Carleta Joaquina;Internet;10300
;;;;Lojas Afiliadas;15900
;;;;Lojas Próprias;18900
;Cerveja Ouro;Annalise Keating;Josvaldo Ferreira;Internet;9800
;;;;Lojas Afiliadas;10600
;;;;Lojas Próprias;19400
;;Dexter Morgan;Josvaldo Ferreira;Internet;9800
;;;;Lojas Afiliadas;10600
;;;;Lojas Próprias;19400
;;Elliot Alderson;Clementina Silva;Internet;9800
;;;;Lojas Afiliadas;10600
;;;;Lojas Próprias;19400
;;Gregory House;Clementina Silva;Internet;9800
;;;;Lojas Afiliadas;10600
;;;;Lojas Próprias;19400
;;Ítalo Teotônio;Carleta Joaquina;Internet;9800
;;;;Lojas Afiliadas;10600
;;;;Lojas Próprias;19400
;;Jack Bauer;Teobaldo Souza;Internet;9800
;;;;Lojas Afiliadas;10600
;;;;Lojas Próprias;19400
;;Michael Scofield;Astolfo Péricles;Internet;9800
;;;;Lojas Afiliadas;10600
;;;;Lojas Próprias;19400
;;Norma Bates;Teobaldo Souza;Internet;9800
;;;;Lojas Afiliadas;10600
;;;;Lojas Próprias;19400
;;Randal Pearson;Josvaldo Ferreira;Internet;9800
;;;;Lojas Afiliadas;10600
;;;;Lojas Próprias;19400
;;Shaun Murphy;Clementina Silva;Internet;9800
;;;;Lojas Afiliadas;10600
;;;;Lojas Próprias;19400
;;Thomas Shelby;Carleta Joaquina;Internet;9800
;;;;Lojas Afiliadas;10600
;;;;Lojas Próprias;19400
;;Walter White;Carleta Joaquina;Internet;9800
;;;;Lojas Afiliadas;10600
;;;;Lojas Próprias;19400
;Cerveja Prata;Annalise Keating;Josvaldo Ferreira;Internet;10000
;;;;Lojas Afiliadas;12700
;;;;Lojas Próprias;18000
;;Dexter Morgan;Josvaldo Ferreira;Internet;10000
;;;;Lojas Afiliadas;12700
;;;;Lojas Próprias;18000
;;Elliot Alderson;Clementina Silva;Internet;10000
;;;;Lojas Afiliadas;12700
;;;;Lojas Próprias;18000
;;Gregory House;Clementina Silva;Internet;10000
;;;;Lojas Afiliadas;12700
;;;;Lojas Próprias;18000
;;Ítalo Teotônio;Carleta Joaquina;Internet;10000
;;;;Lojas Afiliadas;12700
;;;;Lojas Próprias;18000
;;Jack Bauer;Teobaldo Souza;Internet;10000
;;;;Lojas Afiliadas;12700
;;;;Lojas Próprias;18000
;;Michael Scofield;Astolfo Péricles;Internet;10000
;;;;Lojas Afiliadas;12700
;;;;Lojas Próprias;18000
;;Norma Bates;Teobaldo Souza;Internet;10000
;;;;Lojas Afiliadas;12700
;;;;Lojas Próprias;18000
;;Randal Pearson;Josvaldo Ferreira;Internet;10000
;;;;Lojas Afiliadas;12700
;;;;Lojas Próprias;18000
;;Shaun Murphy;Clementina Silva;Internet;10000
;;;;Lojas Afiliadas;12700
;;;;Lojas Próprias;18000
;;Thomas Shelby;Carleta Joaquina;Internet;10000
;;;;Lojas Afiliadas;12700
;;;;Lojas Próprias;18000
;;Walter White;Carleta Joaquina;Internet;10000
;;;;Lojas Afiliadas;12700
;;;;Lojas Próprias;18000
;Refrigerante Bronze;Annalise Keating;Josvaldo Ferreira;Internet;6900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;9500
;;Dexter Morgan;Josvaldo Ferreira;Internet;6900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;9500
;;Elliot Alderson;Clementina Silva;Internet;6900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;9500
;;Gregory House;Clementina Silva;Internet;6900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;9500
;;Ítalo Teotônio;Carleta Joaquina;Internet;6900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;9500
;;Jack Bauer;Teobaldo Souza;Internet;6900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;9500
;;Michael Scofield;Astolfo Péricles;Internet;6900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;9500
;;Norma Bates;Teobaldo Souza;Internet;6900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;9500
;;Randal Pearson;Josvaldo Ferreira;Internet;6900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;9500
;;Shaun Murphy;Clementina Silva;Internet;6900
;;;;Lojas Afiliadas;5200
;;;;Lojas Próprias;9500
;;Thomas Shelby;Carleta Joaquina;Internet;6900
